,ssuid,spanel,swave,srefmon,rhcalmn,rhcalyr,tfipsst,epppnum,esex,wpfinwgt,tage,eeducate,rmesr,birth_month,ECLWRK1,EDISABL,EDISPREV,EENO1,EENO2,EJBHRS1,EJBIND1,EOCCTIM1,EPDJBTHN,ERSEND1,ESTLEMP1,ESTLEMP2,RFNKIDS,TJBOCC1,TPMSUM1,TPYRATE1
1220,557925983285,2004,1,1,1,2004,6,101,2,5116.1172,33,44,1,2004-01-01,1,2,-1,,-1.0,40,6990,36,1,1,,-1.0,0,4720,2708,0.0
1221,557925983285,2004,1,2,2,2004,6,101,2,5030.7188,33,44,1,2004-01-01,1,2,-1,,-1.0,40,6990,36,1,1,,-1.0,1,4720,2708,0.0
1222,557925983285,2004,1,3,3,2004,6,101,2,5057.5977,33,44,1,2004-01-01,1,2,-1,,-1.0,40,6990,36,1,1,,-1.0,1,4720,2708,0.0
1223,557925983285,2004,1,4,4,2004,6,101,2,5083.9697,33,44,1,2004-01-01,1,2,-1,,-1.0,40,6990,36,1,1,,-1.0,1,4720,2708,0.0
1224,557925986160,2004,1,1,1,2004,6,102,2,4113.498,33,45,1,2004-06-01,1,2,-1,,-1.0,30,8680,96,1,-1,,-1.0,1,3030,1800,28.5
1225,557925986160,2004,1,2,2,2004,6,102,2,4054.0037,33,45,1,2004-06-01,1,2,-1,,-1.0,30,8680,96,1,-1,,-1.0,1,3030,1800,28.5
1226,557925986160,2004,1,3,3,2004,6,102,2,4089.3701,33,45,1,2004-06-01,1,2,-1,,-1.0,30,8680,96,1,-1,,-1.0,1,3030,1800,28.5
1227,557925986160,2004,1,4,4,2004,6,102,2,4086.0876,33,45,1,2004-06-01,1,2,-1,,-1.0,30,8680,96,1,-1,,-1.0,1,3030,1800,28.5
1228,557925986466,2004,1,1,1,2004,36,101,2,2114.7793,26,43,8,2006-07-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1229,557925986466,2004,1,2,2,2004,36,101,2,2097.2512,26,43,8,2006-07-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1230,557925986466,2004,1,3,3,2004,36,101,2,2092.5671,26,43,8,2006-07-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1231,557925986466,2004,1,4,4,2004,36,101,2,2146.4429,26,43,8,2006-07-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1232,613925167402,2004,1,1,10,2003,34,102,2,1324.4751,35,43,8,2004-07-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1233,613925167402,2004,1,2,11,2003,34,102,2,1285.2139,35,43,8,2004-07-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1234,613925167402,2004,1,3,12,2003,34,102,2,1279.3156,35,43,8,2004-07-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1235,613925167402,2004,1,4,1,2004,34,102,2,1273.6265,35,43,8,2004-07-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1236,613925196284,2004,1,1,10,2003,34,102,2,2266.0835,29,44,8,2006-02-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1237,613925196284,2004,1,2,11,2003,34,102,2,2260.959,29,44,8,2006-02-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1238,613925196284,2004,1,3,12,2003,34,102,2,2251.4321,30,44,8,2006-02-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1239,613925196284,2004,1,4,1,2004,34,102,2,2243.4634,30,44,8,2006-02-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1240,613925196365,2004,1,1,10,2003,34,101,2,1879.8733,32,44,8,2005-02-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1241,613925196365,2004,1,2,11,2003,34,101,2,1857.1084,32,44,8,2005-02-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1242,613925196365,2004,1,3,12,2003,34,101,2,1854.4222,32,44,8,2005-02-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1243,613925196365,2004,1,4,1,2004,34,101,2,1883.5648,32,44,8,2005-02-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1244,613925202486,2004,1,1,10,2003,34,101,2,2287.6753,28,35,8,2004-05-01,-1,1,1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1245,613925202486,2004,1,2,11,2003,34,101,2,2331.4448,28,35,8,2004-05-01,-1,1,1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1246,613925202486,2004,1,3,12,2003,34,101,2,2395.8479,28,35,8,2004-05-01,-1,1,1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1247,613925202486,2004,1,4,1,2004,34,101,2,2466.8569,28,35,8,2004-05-01,-1,1,1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1248,613925369394,2004,1,1,10,2003,34,102,2,2776.3574,25,41,8,2005-02-01,1,2,-1,,-1.0,15,7970,36,1,-1,,-1.0,0,3320,0,25.0
1249,613925369394,2004,1,2,11,2003,34,102,2,2753.9053,25,41,8,2005-02-01,1,2,-1,,-1.0,15,7970,36,1,-1,,-1.0,0,3320,0,25.0
1250,613925369394,2004,1,3,12,2003,34,102,2,2773.6804,25,41,1,2005-02-01,1,2,-1,,-1.0,15,7970,36,1,-1,,-1.0,0,3320,1724,25.0
1251,613925369394,2004,1,4,1,2004,34,102,2,2810.8042,25,41,1,2005-02-01,1,2,-1,,-1.0,15,7970,36,1,-1,,-1.0,0,3320,1624,25.0
1252,613925370348,2004,1,1,10,2003,34,101,2,2202.1448,35,45,1,2004-09-01,1,2,-1,,-1.0,37,8270,24,1,-1,,-1.0,0,3600,1465,9.9
1253,613925370348,2004,1,2,11,2003,34,101,2,2190.2595,35,45,1,2004-09-01,1,2,-1,,-1.0,37,8270,24,1,-1,,-1.0,0,3600,1465,9.9
1254,613925370348,2004,1,3,12,2003,34,101,2,2184.9932,35,45,1,2004-09-01,1,2,-1,,-1.0,37,8270,24,1,-1,,-1.0,0,3600,1465,9.9
1255,613925370348,2004,1,4,1,2004,34,101,2,2201.4629,35,45,2,2004-09-01,1,2,-1,,-1.0,37,8270,24,1,-1,,-1.0,0,3600,1099,9.9
1256,613925392058,2004,1,1,10,2003,34,102,2,1560.1,34,44,1,2005-06-01,1,2,-1,,-1.0,40,8470,24,1,-1,,-1.0,0,2300,2417,0.0
1257,613925392058,2004,1,2,11,2003,34,102,2,1564.3624,34,44,1,2005-06-01,1,2,-1,,-1.0,40,8470,24,1,-1,,-1.0,0,2300,2417,0.0
1258,613925392058,2004,1,3,12,2003,34,102,2,1568.9056,35,44,1,2005-06-01,1,2,-1,,-1.0,40,8470,24,1,-1,,-1.0,0,2300,2417,0.0
1259,613925392058,2004,1,4,1,2004,34,102,2,1575.2869,35,44,1,2005-06-01,1,2,-1,,-1.0,40,8470,24,1,-1,,-1.0,0,2300,2417,0.0
1260,613925583251,2004,1,1,10,2003,34,102,2,1465.845,30,40,1,2004-10-01,1,2,-1,,-1.0,40,8680,84,1,-1,,-1.0,0,10,1212,7.0
1261,613925583251,2004,1,2,11,2003,34,102,2,1477.024,30,40,1,2004-10-01,1,2,-1,,-1.0,40,8680,84,1,-1,,-1.0,0,10,1212,7.0
1262,613925583251,2004,1,3,12,2003,34,102,2,1469.908,30,40,1,2004-10-01,1,2,-1,,-1.0,40,8680,84,1,-1,,-1.0,0,10,1212,7.0
1263,613925583251,2004,1,4,1,2004,34,102,2,1464.7053,30,40,1,2004-10-01,1,2,-1,,-1.0,40,8680,84,1,-1,,-1.0,0,10,1212,7.0
1264,613925583778,2004,1,1,10,2003,34,102,2,2164.9854,34,41,2,2004-02-01,1,2,-1,,-1.0,35,8980,120,1,-1,,-1.0,1,4510,800,0.0
1265,613925583778,2004,1,2,11,2003,34,102,2,2181.4976,34,41,1,2004-02-01,1,2,-1,,-1.0,35,8980,120,1,-1,,-1.0,1,4510,800,0.0
1266,613925583778,2004,1,3,12,2003,34,102,2,2170.9863,34,41,2,2004-02-01,1,2,-1,,-1.0,35,8980,120,1,-1,,-1.0,1,4510,800,0.0
1267,613925583778,2004,1,4,1,2004,34,102,2,2063.2593,35,41,2,2004-02-01,1,2,-1,,-1.0,35,8980,120,1,-1,,-1.0,1,4510,800,0.0
1268,613925651298,2004,1,1,10,2003,34,102,2,2340.6589,31,43,1,2004-02-01,1,2,-1,,-1.0,40,7690,120,1,-1,,-1.0,1,5140,2722,9.8
1269,613925651298,2004,1,2,11,2003,34,102,2,2319.4338,31,43,1,2004-02-01,1,2,-1,,-1.0,40,7690,120,1,-1,,-1.0,1,5140,2722,9.8
1270,613925651298,2004,1,3,12,2003,34,102,2,2306.5608,31,43,1,2004-02-01,1,2,-1,,-1.0,40,7690,120,1,-1,,-1.0,1,5140,2722,9.8
1271,613925651298,2004,1,4,1,2004,34,102,2,2293.6948,31,43,1,2004-02-01,1,2,-1,,-1.0,40,7690,120,1,-1,,-1.0,1,5140,2722,9.8
1272,613925651386,2004,1,1,10,2003,34,102,2,2534.53,31,40,1,2005-09-01,1,2,-1,,-1.0,40,7460,144,1,-1,,-1.0,0,5700,2840,17.75
1273,613925651386,2004,1,2,11,2003,34,102,2,2511.5476,31,40,1,2005-09-01,1,2,-1,,-1.0,40,7460,144,1,-1,,-1.0,0,5700,2840,17.75
1274,613925651386,2004,1,3,12,2003,34,102,2,2497.6089,31,40,1,2005-09-01,1,2,-1,,-1.0,40,7460,144,1,-1,,-1.0,0,5700,2840,17.75
1275,613925651386,2004,1,4,1,2004,34,102,2,2483.6755,31,40,1,2005-09-01,1,2,-1,,-1.0,40,7460,144,1,-1,,-1.0,0,5700,2840,17.75
1276,613925738311,2004,1,1,10,2003,34,101,2,1812.0699,37,44,4,2004-03-01,-1,2,-1,,-1.0,-8,5380,-1,1,-1,,-1.0,4,3130,1000,28.5
1277,613925738311,2004,1,2,11,2003,34,101,2,1771.7108,37,44,1,2004-03-01,-1,2,-1,,-1.0,-8,5380,-1,1,-1,,-1.0,4,3130,1000,28.5
1278,613925738311,2004,1,3,12,2003,34,101,2,1775.1918,37,44,4,2004-03-01,-1,2,-1,,-1.0,-8,5380,-1,1,-1,,-1.0,4,3130,3000,28.5
1279,613925738311,2004,1,4,1,2004,34,101,2,1785.3501,37,44,5,2004-03-01,-1,2,-1,,-1.0,-8,5380,-1,1,-1,,-1.0,4,3130,1000,28.5
1280,613925784638,2004,1,1,10,2003,34,101,2,2615.6357,25,40,8,2007-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1281,613925784638,2004,1,2,11,2003,34,101,2,2566.8486,26,40,8,2007-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1282,613925784638,2004,1,3,12,2003,34,101,2,2593.301,26,40,8,2007-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1283,613925784638,2004,1,4,1,2004,34,101,2,2590.4905,26,40,8,2007-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1284,613925796394,2004,1,1,10,2003,34,103,2,4269.7578,35,44,8,2004-07-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1285,613925796394,2004,1,2,11,2003,34,103,2,4143.4976,35,44,8,2004-07-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1286,613925796394,2004,1,3,12,2003,34,103,2,4111.0518,36,44,8,2004-07-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1287,613925796394,2004,1,4,1,2004,34,103,2,3861.3381,36,44,8,2004-07-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1288,613925938097,2004,1,1,10,2003,34,102,2,2340.6589,34,45,8,2005-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1289,613925938097,2004,1,2,11,2003,34,102,2,2319.4338,34,45,8,2005-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1290,613925938097,2004,1,3,12,2003,34,102,2,2306.5608,34,45,8,2005-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1291,613925938097,2004,1,4,1,2004,34,102,2,2293.6948,34,45,8,2005-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1292,613925938251,2004,1,1,10,2003,34,101,2,2226.6936,40,44,1,2004-05-01,2,2,-1,,2.0,50,7970,216,1,-1,,1.0,2,3130,6048,0.0
1293,613925938251,2004,1,2,11,2003,34,101,2,2236.4946,40,44,1,2004-05-01,2,2,-1,,2.0,50,7970,216,1,-1,,1.0,2,3130,6048,0.0
1294,613925938251,2004,1,3,12,2003,34,101,2,2236.9768,40,44,1,2004-05-01,2,2,-1,,2.0,50,7970,216,1,-1,,1.0,2,3130,6448,0.0
1295,613925938251,2004,1,4,1,2004,34,101,2,2243.2432,40,44,1,2004-05-01,2,2,-1,,2.0,50,7970,216,1,-1,,1.0,2,3130,6048,0.0
1296,613925938778,2004,1,1,10,2003,34,101,2,2027.9102,37,44,1,2006-02-01,1,2,-1,,-1.0,25,6990,192,1,-1,,-1.0,2,540,3750,27.0
1297,613925938778,2004,1,2,11,2003,34,101,2,2011.6414,37,44,1,2006-02-01,1,2,-1,,-1.0,25,6990,192,1,-1,,-1.0,2,540,3750,27.0
1298,613925938778,2004,1,3,12,2003,34,101,2,2008.0898,37,44,1,2006-02-01,1,2,-1,,-1.0,25,6990,192,1,-1,,-1.0,2,540,3750,27.0
1299,613925938778,2004,1,4,1,2004,34,101,2,2023.3542,37,44,1,2006-02-01,1,2,-1,,-1.0,25,6990,192,1,-1,,-1.0,2,540,3750,27.0
1300,644023404319,2004,1,1,12,2003,48,101,2,3352.3364,27,33,8,2005-11-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,5,-1,0,0.0
1301,644023404319,2004,1,2,1,2004,48,101,2,3406.1394,27,33,8,2005-11-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,5,-1,0,0.0
1302,644023404319,2004,1,3,2,2004,48,101,2,3430.3198,27,33,8,2005-11-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,5,-1,0,0.0
1303,644023404319,2004,1,4,3,2004,48,101,2,3441.2981,27,33,8,2005-11-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,5,-1,0,0.0
1304,644023619389,2004,1,1,12,2003,48,101,2,2302.1482,40,40,1,2005-10-01,2,2,-1,,-1.0,40,7860,12,1,-1,,-1.0,2,5420,1300,0.0
1305,644023619389,2004,1,2,1,2004,48,101,2,2322.6948,40,40,1,2005-10-01,2,2,-1,,-1.0,40,7860,12,1,-1,,-1.0,2,5420,1300,0.0
1306,644023619389,2004,1,3,2,2004,48,101,2,2209.5554,40,40,2,2005-10-01,2,2,-1,,-1.0,40,7860,12,1,-1,,-1.0,2,5420,1300,0.0
1307,644023619389,2004,1,4,3,2004,48,101,2,2264.3872,40,40,1,2005-10-01,2,2,-1,,-1.0,40,7860,12,1,-1,,-1.0,2,5420,1300,0.0
1308,644023944494,2004,1,1,12,2003,48,102,2,4827.8379,22,40,1,2007-05-01,1,2,-1,,-1.0,25,4970,84,1,-1,,-1.0,1,4720,844,6.5
1309,644023944494,2004,1,2,1,2004,48,102,2,4743.0664,22,40,1,2007-05-01,1,2,-1,,-1.0,25,4970,84,1,-1,,-1.0,1,4720,888,6.5
1310,644023944494,2004,1,3,2,2004,48,102,2,4653.667,23,40,1,2007-05-01,1,2,-1,,-1.0,25,4970,84,1,-1,,-1.0,1,4720,888,6.5
1311,644023944494,2004,1,4,3,2004,48,102,2,4652.3735,23,40,1,2007-05-01,1,2,-1,,-1.0,25,4970,84,1,-1,,-1.0,1,4720,888,6.5
1312,644034000516,2004,1,1,12,2003,48,101,2,2667.0715,30,45,1,2005-11-01,1,2,-1,,-1.0,45,6880,108,1,-1,,-1.0,0,5120,5200,0.0
1313,644034000516,2004,1,2,1,2004,48,101,2,2635.6846,30,45,1,2005-11-01,1,2,-1,,-1.0,45,6880,108,1,-1,,-1.0,0,5120,5200,0.0
1314,644034000516,2004,1,3,2,2004,48,101,2,2588.5635,30,45,1,2005-11-01,1,2,-1,,-1.0,45,6880,108,1,-1,,-1.0,0,5120,5200,0.0
1315,644034000516,2004,1,4,3,2004,48,101,2,2577.9824,30,45,1,2005-11-01,1,2,-1,,-1.0,45,6880,108,1,-1,,-1.0,0,5120,5200,0.0
1316,644034000676,2004,1,1,12,2003,48,101,2,2461.1709,39,39,8,2004-04-01,-1,1,1,,-1.0,-1,-1,-1,2,-1,,-1.0,6,-1,0,0.0
1317,644034000676,2004,1,2,1,2004,48,101,2,2519.5735,39,39,8,2004-04-01,-1,1,1,,-1.0,-1,-1,-1,2,-1,,-1.0,6,-1,0,0.0
1318,644034000676,2004,1,3,2,2004,48,101,2,2462.3958,39,39,8,2004-04-01,-1,1,1,,-1.0,-1,-1,-1,2,-1,,-1.0,6,-1,0,0.0
1319,644034000676,2004,1,4,3,2004,48,101,2,2394.9612,39,39,8,2004-04-01,-1,1,1,,-1.0,-1,-1,-1,2,-1,,-1.0,6,-1,0,0.0
1320,644034583676,2004,1,1,12,2003,48,101,2,4772.6064,31,43,1,2006-03-01,3,2,-1,,2.0,48,9470,120,1,-1,,1.0,1,1530,3500,0.0
1321,644034583676,2004,1,2,1,2004,48,101,2,4794.9336,31,43,1,2006-03-01,3,2,-1,,2.0,48,9470,120,1,-1,,1.0,1,1530,3500,0.0
1322,644034583676,2004,1,3,2,2004,48,101,2,4809.8232,31,43,1,2006-03-01,3,2,-1,,2.0,48,9470,120,1,-1,,1.0,1,1530,3500,0.0
1323,644034583676,2004,1,4,3,2004,48,101,2,4821.3369,31,43,1,2006-03-01,3,2,-1,,2.0,48,9470,120,1,-1,,1.0,1,1530,3500,0.0
1324,644034668676,2004,1,1,12,2003,48,102,2,3186.7942,35,40,8,2006-09-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,3,-1,0,0.0
1325,644034668676,2004,1,2,1,2004,48,102,2,3180.0569,35,40,8,2006-09-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,3,-1,0,0.0
1326,644034668676,2004,1,3,2,2004,48,102,2,3223.708,35,40,8,2006-09-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,3,-1,0,0.0
1327,644034668676,2004,1,4,3,2004,48,102,2,3238.8276,35,40,8,2006-09-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,3,-1,0,0.0
1328,644039876689,2004,1,1,12,2003,48,105,2,6269.3218,26,36,8,2004-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,7,-1,0,0.0
1329,644039876689,2004,1,2,1,2004,48,105,2,6068.6919,26,36,8,2004-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,7,-1,0,0.0
1330,644039876689,2004,1,3,2,2004,48,105,2,5865.9834,26,36,8,2004-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,7,-1,0,0.0
1331,644039876689,2004,1,4,3,2004,48,105,2,6028.8623,26,36,8,2004-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,7,-1,0,0.0
1332,644098246903,2004,1,1,12,2003,48,101,2,3009.7871,23,44,8,2004-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1333,644098246903,2004,1,2,1,2004,48,101,2,2986.3748,24,44,8,2004-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1334,644098246903,2004,1,3,2,2004,48,101,2,2955.9697,24,44,8,2004-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1335,644098246903,2004,1,4,3,2004,48,101,2,2991.2122,24,44,8,2004-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1336,644098467316,2004,1,1,12,2003,48,101,2,3114.8691,23,40,1,2006-06-01,1,2,-1,,-1.0,40,770,60,1,-1,,-1.0,2,5700,1559,9.0
1337,644098467316,2004,1,2,1,2004,48,101,2,3066.2803,23,40,1,2006-06-01,1,2,-1,,-1.0,40,770,60,1,-1,,-1.0,2,5700,1559,9.0
1338,644098467316,2004,1,3,2,2004,48,101,2,3113.1235,23,40,1,2006-06-01,1,2,-1,,-1.0,40,770,60,1,-1,,-1.0,2,5700,1559,9.0
1339,644098467316,2004,1,4,3,2004,48,101,2,3084.7327,23,40,1,2006-06-01,1,2,-1,,-1.0,40,770,60,1,-1,,-1.0,2,5700,1559,9.0
1340,644098646482,2004,1,1,12,2003,48,101,2,3546.9031,23,40,1,2005-08-01,1,2,-1,,-1.0,40,8980,48,1,8,,-1.0,2,4510,1000,0.0
1341,644098646482,2004,1,2,1,2004,48,101,2,3482.8569,23,40,1,2005-08-01,1,2,-1,,-1.0,40,8980,48,1,8,,-1.0,2,4510,750,0.0
1342,644098646482,2004,1,3,2,2004,48,101,2,3563.3262,23,40,1,2005-08-01,1,2,-1,,-1.0,40,8980,48,1,8,,-1.0,2,4510,850,0.0
1343,644098646482,2004,1,4,3,2004,48,101,2,3566.2502,23,40,4,2005-08-01,1,2,-1,,-1.0,40,8980,48,1,8,,-1.0,2,4510,17,0.0
1344,644114000373,2004,1,1,12,2003,48,102,2,5061.1504,42,39,1,2004-06-01,1,2,-1,,-1.0,-8,5690,96,1,-1,,-1.0,1,4950,350,9.0
1345,644114000373,2004,1,2,1,2004,48,102,2,5080.6021,42,39,1,2004-06-01,1,2,-1,,-1.0,-8,5690,96,1,-1,,-1.0,1,4950,400,9.0
1346,644114000373,2004,1,3,2,2004,48,102,2,5373.0537,42,39,1,2004-06-01,1,2,-1,,-1.0,-8,5690,96,1,-1,,-1.0,1,4950,1000,9.0
1347,644114000373,2004,1,4,3,2004,48,102,2,5371.4365,42,39,1,2004-06-01,1,2,-1,,-1.0,-8,5690,96,1,-1,,-1.0,1,4950,909,9.0
1348,644128469689,2004,1,1,12,2003,48,101,2,3890.7666,32,43,1,2004-02-01,1,2,-1,,-1.0,25,8170,108,1,-1,,-1.0,0,3620,2352,0.0
1349,644128469689,2004,1,2,1,2004,48,101,2,3918.896,32,43,1,2004-02-01,1,2,-1,,-1.0,25,8170,108,1,-1,,-1.0,0,3620,2470,0.0
1350,644128469689,2004,1,3,2,2004,48,101,2,3883.4771,32,43,1,2004-02-01,1,2,-1,,-1.0,25,8170,108,1,-1,,-1.0,0,3620,2352,0.0
1351,644128469689,2004,1,4,3,2004,48,101,2,3847.5745,32,43,2,2004-02-01,1,2,-1,,-1.0,25,8170,108,1,-1,,-1.0,1,3620,2117,0.0
1352,644128944035,2004,1,1,12,2003,48,102,2,2738.8657,24,40,8,2004-11-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1353,644128944035,2004,1,2,1,2004,48,102,2,2717.561,24,40,8,2004-11-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1354,644128944035,2004,1,3,2,2004,48,102,2,2689.8931,24,40,8,2004-11-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1355,644128944035,2004,1,4,3,2004,48,102,2,2721.9624,24,40,8,2004-11-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1356,644138784737,2004,1,1,12,2003,48,101,2,2212.8438,22,43,1,2006-06-01,4,2,-1,,-1.0,20,8470,60,1,-1,,-1.0,4,4600,568,6.56
1357,644138784737,2004,1,2,1,2004,48,101,2,2219.231,22,43,1,2006-06-01,4,2,-1,,-1.0,20,8470,60,1,-1,,-1.0,4,4600,568,6.56
1358,644138784737,2004,1,3,2,2004,48,101,2,2292.5715,22,43,1,2006-06-01,4,2,-1,,-1.0,20,8470,60,1,-1,,-1.0,4,4600,568,6.56
1359,644138784737,2004,1,4,3,2004,48,101,2,2270.1782,22,43,1,2006-06-01,4,2,-1,,-1.0,20,8470,60,1,-1,,-1.0,4,4600,568,6.56
1360,644187370933,2004,1,1,12,2003,48,101,2,3223.6304,28,35,8,2005-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1361,644187370933,2004,1,2,1,2004,48,101,2,3232.7991,28,35,8,2005-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1362,644187370933,2004,1,3,2,2004,48,101,2,3234.4932,28,35,8,2005-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1363,644187370933,2004,1,4,3,2004,48,101,2,3235.8252,28,35,8,2005-04-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1364,644187876689,2004,1,1,12,2003,48,101,2,5598.8896,35,40,8,2004-06-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1365,644187876689,2004,1,2,1,2004,48,101,2,5543.8193,35,40,8,2004-06-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1366,644187876689,2004,1,3,2,2004,48,101,2,5462.7217,35,40,8,2004-06-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1367,644187876689,2004,1,4,3,2004,48,101,2,5466.8701,35,40,8,2004-06-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,1,-1,0,0.0
1368,644294646316,2004,1,1,12,2003,48,101,2,3273.3442,28,33,8,2005-08-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1369,644294646316,2004,1,2,1,2004,48,101,2,3282.6533,28,33,8,2005-08-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1370,644294646316,2004,1,3,2,2004,48,101,2,3284.3735,28,33,8,2005-08-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1371,644294646316,2004,1,4,3,2004,48,101,2,3285.7271,28,33,8,2005-08-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,2,-1,0,0.0
1372,644344038316,2004,1,1,12,2003,48,102,2,4145.0742,32,39,8,2004-03-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,0,-1,0,0.0
1373,644344038316,2004,1,2,1,2004,48,102,2,4163.3877,32,39,8,2004-03-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,0,-1,0,0.0
1374,644344038316,2004,1,3,2,2004,48,102,2,4115.5356,32,39,8,2004-03-01,-1,2,-1,,-1.0,-1,-1,-1,2,-1,,-1.0,0,-1,0,0.0
